employee_id,Department,JobRole,Gender,Age,Education,BusinessTravel,YearsAtCompany,JobLevel,MonthlyIncome,orientation_completed,training_completion_percent,onboarding_days,onboarding_status,manager_assigned,buddy_assigned,first_week_checkin,onboarding_completion_date,total_tickets,high_priority_tickets,avg_resolution_hours,total_tool_actions,unique_tools_used
217,Research & Development,Research Scientist,Male,22,1,Travel_Rarely,2,1,2323,Yes,98.1,14,Completed,Yes,Yes,Yes,2024-06-28,0.0,0.0,,7,5
218,Research & Development,Research Scientist,Male,27,3,Non-Travel,2,1,2024,Yes,86.0,13,Completed,Yes,Yes,Yes,2024-07-08,0.0,0.0,,6,5
221,Research & Development,Research Scientist,Male,28,3,Travel_Rarely,5,1,2713,Yes,80.0,9,Completed,Yes,Yes,Yes,2021-06-18,0.0,0.0,,5,4
223,Research & Development,Healthcare Representative,Male,57,2,Travel_Rarely,5,3,9439,Yes,88.6,14,Completed,Yes,Yes,Yes,2021-08-02,0.0,0.0,,5,4
224,Research & Development,Research Scientist,Male,27,3,Non-Travel,1,1,2566,Yes,89.3,12,Completed,Yes,Yes,Yes,2025-09-11,0.0,0.0,,5,5
226,Research & Development,Manager,Female,50,3,Travel_Rarely,5,5,19926,Yes,84.3,12,Completed,Yes,Yes,Yes,2021-07-01,0.0,0.0,,4,4
227,Research & Development,Research Scientist,Male,41,3,Travel_Rarely,9,1,2451,Yes,98.0,17,Completed,Yes,Yes,Yes,2017-06-30,2.0,0.0,2.75,3,3
228,Sales,Sales Executive,Female,30,3,Travel_Rarely,10,3,9419,Yes,83.4,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,8,6
230,Sales,Sales Executive,Female,38,4,Travel_Rarely,8,2,8686,Yes,90.3,15,Completed,Yes,Yes,Yes,2018-07-30,1.0,0.0,3.9,4,4
231,Research & Development,Research Scientist,Male,32,5,Travel_Rarely,5,1,3038,Yes,86.7,18,Completed,Yes,Yes,Yes,2021-07-11,0.0,0.0,,6,3
233,Research & Development,Research Scientist,Male,27,3,Travel_Rarely,5,1,3058,Yes,95.0,15,Completed,Yes,Yes,Yes,2021-06-17,0.0,0.0,,4,3
235,Sales,Sales Representative,Female,19,1,Travel_Frequently,0,1,2325,Yes,84.0,5,Completed,Yes,Yes,Yes,2026-05-08,3.0,1.0,9.933333333333334,2,2
238,Research & Development,Laboratory Technician,Male,36,2,Travel_Frequently,8,1,2088,Yes,84.9,12,Completed,Yes,Yes,Yes,2018-08-12,2.0,2.0,30.65,5,4
239,Research & Development,Laboratory Technician,Male,30,3,Non-Travel,12,2,3072,Yes,97.0,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,6,6
240,Sales,Sales Executive,Female,45,2,Travel_Rarely,5,2,5006,Yes,88.3,15,Completed,Yes,Yes,Yes,2021-07-18,0.0,0.0,,6,4
241,Research & Development,Research Scientist,Female,56,3,Travel_Rarely,2,1,4257,Yes,83.9,16,Completed,Yes,Yes,Yes,2024-07-11,1.0,1.0,19.5,4,4
242,Research & Development,Research Scientist,Male,33,3,Travel_Rarely,3,1,2500,Yes,89.9,8,Completed,Yes,Yes,Yes,2023-07-16,0.0,0.0,,5,5
243,Research & Development,Laboratory Technician,Male,19,3,Travel_Rarely,1,1,1102,Yes,80.1,17,Completed,Yes,Yes,Yes,2026-01-12,2.0,0.0,3.25,4,4
244,Sales,Sales Executive,Female,46,2,Travel_Rarely,24,3,10453,Yes,95.4,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,8,8
245,Research & Development,Laboratory Technician,Female,38,2,Travel_Rarely,2,1,2288,Yes,88.5,7,Completed,Yes,Yes,Yes,2024-06-19,0.0,0.0,,6,5
246,Research & Development,Research Scientist,Female,31,1,Travel_Rarely,4,1,3929,Yes,99.2,13,Completed,Yes,Yes,Yes,2022-06-24,0.0,0.0,,8,8
247,Research & Development,Research Scientist,Female,34,2,Travel_Rarely,3,1,2311,Yes,81.0,8,Completed,Yes,Yes,Yes,2023-07-11,1.0,0.0,4.8,4,4
248,Sales,Sales Representative,Female,41,2,Travel_Rarely,4,1,3140,Yes,97.0,12,Completed,Yes,Yes,Yes,2022-06-16,1.0,0.0,1.4,5,4
249,Research & Development,Laboratory Technician,Male,50,3,Travel_Rarely,3,1,3690,Yes,96.0,15,Completed,Yes,Yes,Yes,2023-08-08,0.0,0.0,,3,2
250,Research & Development,Manufacturing Director,Female,53,2,Travel_Rarely,4,2,4450,Yes,99.8,14,Completed,Yes,Yes,Yes,2022-07-13,0.0,0.0,,7,6
252,Research & Development,Research Scientist,Female,33,3,Travel_Rarely,8,1,2756,Yes,99.0,12,Completed,Yes,Yes,Yes,2018-07-25,1.0,0.0,9.9,7,6
253,Research & Development,Manager,Female,40,1,Travel_Rarely,20,5,19033,Yes,96.3,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,6,5
254,Research & Development,Research Director,Male,55,4,Travel_Rarely,24,5,18722,Yes,96.6,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,5,3
256,Research & Development,Manufacturing Director,Male,34,1,Travel_Frequently,10,2,9547,Yes,97.9,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,2,2
258,Research & Development,Healthcare Representative,Female,51,3,Travel_Rarely,7,4,13734,Yes,89.5,9,Completed,Yes,Yes,Yes,2019-06-17,0.0,0.0,,6,5
259,Research & Development,Manager,Male,52,4,Travel_Rarely,33,5,19999,Yes,84.9,15,Completed,Yes,Yes,Yes,2016-08-17,2.0,1.0,11.5,5,5
260,Research & Development,Research Scientist,Female,27,3,Travel_Rarely,7,1,2279,Yes,95.3,13,Completed,Yes,Yes,Yes,2019-07-29,0.0,0.0,,7,7
261,Research & Development,Manufacturing Director,Male,35,2,Travel_Rarely,1,2,5916,Yes,85.5,6,Completed,Yes,Yes,Yes,2025-10-06,2.0,0.0,2.9,4,4
262,Research & Development,Research Scientist,Male,43,3,Non-Travel,5,1,2089,Yes,85.7,9,Completed,Yes,Yes,Yes,2021-06-26,0.0,0.0,,6,6
264,Research & Development,Manager,Male,45,2,Non-Travel,20,4,16792,Yes,86.4,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,9,7
267,Research & Development,Research Scientist,Male,37,3,Travel_Rarely,8,1,3564,Yes,82.8,8,Completed,Yes,Yes,Yes,2018-08-05,1.0,0.0,1.8,4,4
269,Research & Development,Laboratory Technician,Female,35,3,Travel_Frequently,6,2,4425,Yes,93.9,16,Completed,Yes,Yes,Yes,2020-07-24,0.0,0.0,,4,4
270,Research & Development,Manufacturing Director,Female,42,2,Non-Travel,5,2,5265,Yes,81.3,11,Completed,Yes,Yes,Yes,2021-07-30,0.0,0.0,,4,4
271,Research & Development,Manufacturing Director,Male,38,4,Travel_Rarely,1,2,6553,Yes,88.3,8,Completed,Yes,Yes,Yes,2025-11-17,1.0,0.0,2.2,6,5
273,Research & Development,Manufacturing Director,Male,38,3,Travel_Rarely,7,2,6261,Yes,88.4,17,Completed,Yes,Yes,Yes,2019-06-27,1.0,1.0,15.8,6,5
274,Research & Development,Manufacturing Director,Male,27,1,Travel_Frequently,2,2,4298,Yes,98.9,5,Completed,Yes,Yes,Yes,2024-06-29,0.0,0.0,,6,4
275,Research & Development,Manufacturing Director,Male,49,4,Non-Travel,7,2,6804,Yes,97.6,14,Completed,Yes,Yes,Yes,2019-06-23,0.0,0.0,,5,5
277,Research & Development,Research Scientist,Male,34,4,Travel_Frequently,5,1,3815,Yes,89.5,10,Completed,Yes,Yes,Yes,2021-07-18,0.0,0.0,,5,5
281,Research & Development,Laboratory Technician,Male,40,2,Travel_Rarely,7,2,2741,Yes,95.1,18,Completed,Yes,Yes,Yes,2019-08-01,0.0,0.0,,3,3
282,Research & Development,Healthcare Representative,Male,38,1,Travel_Rarely,1,2,6673,Yes,94.7,17,Completed,Yes,Yes,Yes,2025-11-03,1.0,0.0,6.4,5,4
283,Sales,Sales Executive,Female,29,3,Travel_Rarely,10,3,7639,Yes,98.0,12,Completed,Yes,Yes,Yes,2016-08-14,2.0,1.0,9.35,3,3
284,Research & Development,Research Scientist,Male,22,3,Travel_Rarely,4,1,2328,Yes,85.5,12,Completed,Yes,Yes,Yes,2022-07-30,0.0,0.0,,5,5
286,Research & Development,Laboratory Technician,Female,36,1,Travel_Frequently,8,1,2153,Yes,87.8,15,Completed,Yes,Yes,Yes,2018-08-16,1.0,0.0,1.1,3,3
287,Research & Development,Healthcare Representative,Male,40,5,Non-Travel,3,2,4876,Yes,96.0,16,Completed,Yes,Yes,Yes,2023-07-05,0.0,0.0,,7,7
288,Research & Development,Healthcare Representative,Male,46,4,Travel_Rarely,4,3,9396,Yes,96.8,7,Completed,Yes,Yes,Yes,2022-07-29,1.0,0.0,5.3,7,5
291,Sales,Sales Executive,Male,32,4,Travel_Rarely,14,3,10400,Yes,90.7,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,5,5
292,Research & Development,Manufacturing Director,Male,30,1,Non-Travel,11,3,8474,Yes,91.3,5,Completed,Yes,Yes,Yes,2016-08-07,1.0,0.0,6.2,9,7
293,Sales,Sales Executive,Female,27,3,Travel_Frequently,7,2,9981,Yes,92.9,7,Completed,Yes,Yes,Yes,2019-08-04,0.0,0.0,,4,2
296,Research & Development,Research Director,Male,51,4,Travel_Rarely,10,3,12490,Yes,89.2,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,8,7
297,Research & Development,Research Scientist,Female,30,3,Travel_Rarely,5,1,2657,Yes,87.6,8,Completed,Yes,Yes,Yes,2021-07-24,0.0,0.0,,5,4
298,Sales,Manager,Female,41,3,Travel_Rarely,1,3,13591,Yes,95.2,11,Completed,Yes,Yes,Yes,2025-10-19,1.0,0.0,2.9,7,5
299,Sales,Sales Executive,Female,30,4,Travel_Frequently,6,2,6696,Yes,95.0,18,Completed,Yes,Yes,Yes,2020-08-02,1.0,0.0,1.5,3,3
300,Research & Development,Research Scientist,Male,29,3,Travel_Rarely,6,1,2058,Yes,85.0,6,Completed,Yes,Yes,Yes,2020-07-12,0.0,0.0,,6,4
302,Sales,Sales Executive,Female,45,3,Non-Travel,19,3,8865,Yes,80.4,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,9,7
303,Sales,Sales Executive,Female,54,3,Travel_Rarely,6,2,5940,Yes,100.0,10,Completed,Yes,Yes,Yes,2020-08-08,1.0,0.0,8.1,8,7
304,Research & Development,Laboratory Technician,Male,36,2,Travel_Rarely,13,2,5914,Yes,93.0,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,8,8
305,Research & Development,Research Scientist,Female,33,4,Travel_Rarely,3,1,2622,Yes,80.8,5,Completed,Yes,Yes,Yes,2023-06-26,0.0,0.0,,4,3
306,Research & Development,Research Director,Male,37,3,Travel_Frequently,10,3,12185,Yes,84.9,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,6,4
307,Sales,Sales Executive,Male,38,3,Travel_Rarely,16,3,10609,Yes,92.4,8,Completed,Yes,Yes,Yes,2016-08-10,0.0,0.0,,8,7
308,Research & Development,Manufacturing Director,Male,31,4,Non-Travel,5,2,4345,Yes,89.5,6,Completed,Yes,Yes,Yes,2021-07-30,0.0,0.0,,6,4
309,Research & Development,Research Scientist,Male,59,3,Travel_Rarely,1,1,2177,Yes,70.6,20,In Progress,Yes,No,Yes,,1.0,0.0,2.1,5,5
311,Sales,Sales Representative,Male,37,4,Travel_Frequently,9,1,2793,Yes,92.1,16,Completed,Yes,Yes,Yes,2017-07-11,0.0,0.0,,4,3
312,Sales,Sales Executive,Female,29,1,Travel_Frequently,11,3,7918,Yes,82.3,18,Completed,Yes,Yes,Yes,2016-08-20,1.0,0.0,3.5,5,3
314,Sales,Sales Executive,Female,35,3,Travel_Frequently,10,3,8789,Yes,99.3,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,7,5
315,Research & Development,Research Scientist,Male,29,1,Travel_Rarely,4,1,2389,Yes,80.5,9,Completed,Yes,Yes,Yes,2022-07-04,0.0,0.0,,5,4
316,Research & Development,Laboratory Technician,Female,52,3,Travel_Rarely,2,1,3212,Yes,93.5,11,Completed,Yes,Yes,Yes,2024-07-06,1.0,0.0,1.9,3,3
319,Research & Development,Manager,Male,42,2,Travel_Rarely,22,5,19232,Yes,98.8,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,3.2,6,5
321,Human Resources,Human Resources,Male,59,2,Travel_Rarely,2,1,2267,Yes,91.8,18,Completed,Yes,Yes,Yes,2024-08-14,2.0,0.0,3.45,4,4
323,Sales,Manager,Female,50,4,Travel_Rarely,7,5,19517,Yes,84.9,16,Completed,Yes,Yes,Yes,2019-07-09,0.0,0.0,,5,4
325,Research & Development,Laboratory Technician,Male,33,3,Travel_Rarely,5,1,2436,Yes,86.0,15,Completed,Yes,Yes,Yes,2021-06-28,0.0,0.0,,7,5
327,Sales,Manager,Female,43,3,Travel_Rarely,17,4,16064,Yes,96.1,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,5,4
328,Research & Development,Laboratory Technician,Female,33,2,Travel_Rarely,9,1,2707,Yes,95.7,10,Completed,Yes,Yes,Yes,2017-07-07,0.0,0.0,,4,4
329,Sales,Manager,Male,52,4,Non-Travel,33,5,19068,Yes,88.6,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,5,5
330,Sales,Sales Representative,Female,32,2,Travel_Rarely,4,1,3931,Yes,90.1,10,Completed,Yes,Yes,Yes,2022-08-07,1.0,0.0,10.8,8,7
331,Research & Development,Laboratory Technician,Male,32,3,Travel_Rarely,3,1,3730,Yes,97.0,18,Completed,Yes,Yes,Yes,2023-08-19,0.0,0.0,,8,7
332,Research & Development,Laboratory Technician,Female,39,4,Travel_Rarely,3,1,2232,Yes,82.1,10,Completed,Yes,Yes,Yes,2023-07-11,0.0,0.0,,6,5
333,Sales,Sales Executive,Male,32,4,Non-Travel,3,2,4465,Yes,97.8,12,Completed,Yes,Yes,Yes,2023-07-04,1.0,0.0,7.1,5,5
334,Research & Development,Research Scientist,Male,41,2,Travel_Rarely,1,2,3072,Yes,83.5,13,Completed,Yes,Yes,Yes,2025-08-17,3.0,0.0,3.033333333333333,2,2
335,Research & Development,Research Scientist,Male,40,2,Travel_Rarely,9,2,3319,Yes,85.4,17,Completed,Yes,Yes,Yes,2017-07-09,1.0,0.0,2.4,7,6
336,Research & Development,Manager,Male,45,3,Travel_Rarely,24,5,19202,Yes,90.8,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,6,5
337,Research & Development,Research Director,Male,31,4,Travel_Frequently,2,3,13675,Yes,88.7,16,Completed,Yes,Yes,Yes,2024-07-18,1.0,1.0,30.3,5,5
338,Research & Development,Research Scientist,Female,33,4,Travel_Rarely,2,1,2911,Yes,85.4,18,Completed,Yes,Yes,Yes,2024-07-12,1.0,0.0,3.6,4,4
339,Research & Development,Manufacturing Director,Male,34,4,Travel_Rarely,11,2,5957,Yes,96.6,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,8,7
340,Research & Development,Research Scientist,Female,37,2,Travel_Rarely,3,1,3920,Yes,97.6,8,Completed,Yes,Yes,Yes,2023-07-23,1.0,1.0,14.2,7,7
341,Research & Development,Manufacturing Director,Male,45,4,Travel_Frequently,3,2,6434,Yes,89.3,14,Completed,Yes,Yes,Yes,2023-06-28,0.0,0.0,,7,7
342,Research & Development,Manufacturing Director,Male,37,3,Travel_Frequently,1,3,10048,Yes,80.6,18,Completed,Yes,Yes,Yes,2025-09-01,1.0,1.0,27.2,6,5
343,Research & Development,Healthcare Representative,Female,39,4,Travel_Frequently,19,3,10938,Yes,83.6,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,10.7,6,6
346,Research & Development,Research Scientist,Male,29,3,Travel_Rarely,6,1,2340,Yes,96.0,10,Completed,Yes,Yes,Yes,2020-07-20,0.0,0.0,,8,7
347,Research & Development,Research Scientist,Female,42,2,Travel_Rarely,3,2,6545,Yes,97.6,16,Completed,Yes,Yes,Yes,2023-07-31,0.0,0.0,,6,4
349,Sales,Sales Executive,Male,29,2,Travel_Rarely,3,2,6931,Yes,85.5,5,Completed,Yes,Yes,Yes,2023-06-11,0.0,0.0,,7,6
350,Research & Development,Manufacturing Director,Female,25,3,Travel_Rarely,4,2,4898,Yes,99.0,6,Completed,Yes,Yes,Yes,2022-07-05,0.0,0.0,,8,6
351,Research & Development,Laboratory Technician,Female,42,3,Travel_Rarely,9,1,2593,Yes,94.4,12,Completed,Yes,Yes,Yes,2017-07-30,0.0,0.0,,5,4
352,Research & Development,Research Director,Male,40,2,Travel_Rarely,21,5,19436,Yes,95.2,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,4,4
353,Research & Development,Research Scientist,Male,51,3,Travel_Rarely,1,1,2723,Yes,89.8,17,Completed,Yes,Yes,Yes,2025-10-20,0.0,0.0,,5,5
355,Research & Development,Laboratory Technician,Male,31,2,Travel_Frequently,5,1,3479,Yes,81.9,8,Completed,Yes,Yes,Yes,2021-08-08,0.0,0.0,,8,4
359,Research & Development,Laboratory Technician,Male,32,3,Travel_Frequently,5,1,2794,Yes,93.8,9,Completed,Yes,Yes,Yes,2021-07-16,0.0,0.0,,4,4
361,Sales,Sales Executive,Male,38,2,Non-Travel,8,2,5249,Yes,91.6,12,Completed,Yes,Yes,Yes,2018-07-03,0.0,0.0,,3,3
362,Research & Development,Laboratory Technician,Male,32,1,Travel_Rarely,6,2,2176,Yes,90.6,11,Completed,Yes,Yes,Yes,2020-07-08,0.0,0.0,,9,6
363,Sales,Manager,Female,46,3,Travel_Rarely,7,4,16872,Yes,91.0,10,Completed,Yes,Yes,Yes,2019-06-26,0.0,0.0,,6,5
364,Research & Development,Laboratory Technician,Male,28,4,Travel_Rarely,0,1,3485,Yes,85.0,6,Completed,Yes,Yes,Yes,2026-04-02,2.0,0.0,2.15,6,5
366,Sales,Sales Executive,Male,29,3,Travel_Rarely,0,2,6644,Yes,94.9,17,Completed,Yes,Yes,Yes,2026-06-19,1.0,0.0,3.5,5,4
367,Research & Development,Healthcare Representative,Male,31,3,Travel_Rarely,9,2,5582,Yes,83.7,8,Completed,Yes,Yes,Yes,2017-06-27,0.0,0.0,,6,5
369,Research & Development,Healthcare Representative,Male,25,2,Non-Travel,6,2,4000,Yes,89.7,16,Completed,Yes,Yes,Yes,2020-07-01,1.0,0.0,4.7,3,3
372,Research & Development,Healthcare Representative,Male,45,2,Travel_Rarely,20,4,13496,Yes,99.5,13,Completed,Yes,Yes,Yes,2016-08-15,1.0,0.0,3.2,9,7
373,Research & Development,Laboratory Technician,Male,36,3,Travel_Rarely,15,1,3210,Yes,85.7,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,3.3,5,5
374,Research & Development,Manager,Male,55,3,Travel_Rarely,36,5,19045,Yes,83.9,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,9.1,6,4
376,Research & Development,Manager,Male,47,4,Non-Travel,10,3,11849,Yes,83.6,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,5,5
377,Research & Development,Research Scientist,Male,28,3,Travel_Rarely,5,1,2070,Yes,90.7,9,Completed,Yes,Yes,Yes,2021-06-26,0.0,0.0,,6,6
378,Sales,Sales Executive,Male,37,4,Travel_Rarely,5,2,6502,Yes,99.5,13,Completed,Yes,Yes,Yes,2021-08-12,0.0,0.0,,5,5
379,Research & Development,Research Scientist,Male,21,2,Travel_Rarely,3,1,3230,Yes,93.9,7,Completed,Yes,Yes,Yes,2023-07-21,1.0,0.0,2.7,7,7
380,Research & Development,Research Director,Female,37,4,Non-Travel,5,3,13603,Yes,97.4,12,Completed,Yes,Yes,Yes,2021-07-04,1.0,1.0,35.3,4,4
381,Research & Development,Manager,Female,35,3,Travel_Rarely,7,3,11996,Yes,97.5,14,Completed,Yes,Yes,Yes,2019-08-10,0.0,0.0,,7,7
382,Sales,Sales Executive,Female,38,2,Travel_Rarely,8,2,5605,Yes,89.4,12,Completed,Yes,Yes,Yes,2018-07-27,1.0,0.0,1.4,4,3
384,Research & Development,Manufacturing Director,Female,26,3,Travel_Frequently,6,2,6397,Yes,83.7,5,Completed,Yes,Yes,Yes,2020-07-16,1.0,0.0,4.4,6,6
385,Research & Development,Research Director,Male,50,1,Travel_Rarely,10,5,19144,Yes,98.8,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,8,6
386,Research & Development,Research Director,Male,53,4,Travel_Rarely,5,4,17584,Yes,96.4,11,Completed,Yes,Yes,Yes,2021-08-05,0.0,0.0,,6,5
387,Sales,Sales Executive,Male,42,1,Travel_Rarely,20,2,4907,Yes,81.5,15,Completed,Yes,Yes,Yes,2016-08-17,1.0,0.0,2.8,4,4
388,Sales,Sales Executive,Male,29,2,Travel_Frequently,10,2,4554,Yes,81.1,7,Completed,Yes,Yes,Yes,2016-08-09,1.0,0.0,3.9,7,6
389,Research & Development,Laboratory Technician,Male,55,2,Travel_Rarely,10,2,5415,Yes,91.3,9,Completed,Yes,Yes,Yes,2016-08-11,1.0,0.0,3.2,4,3
390,Research & Development,Healthcare Representative,Male,26,2,Travel_Frequently,5,2,4741,Yes,99.9,6,Completed,Yes,Yes,Yes,2021-08-02,1.0,0.0,6.9,7,6
391,Research & Development,Research Scientist,Female,37,3,Travel_Rarely,17,1,2115,Yes,95.3,14,Completed,Yes,Yes,Yes,2016-08-16,1.0,0.0,1.7,6,6
392,Research & Development,Laboratory Technician,Male,44,3,Travel_Frequently,1,1,3161,Yes,84.5,13,Completed,Yes,Yes,Yes,2025-09-15,1.0,1.0,23.5,7,7
393,Research & Development,Healthcare Representative,Male,38,4,Travel_Rarely,2,2,5745,Yes,89.0,12,Completed,Yes,Yes,Yes,2024-07-19,0.0,0.0,,5,5
394,Research & Development,Laboratory Technician,Male,26,4,Travel_Rarely,3,1,2373,Yes,97.2,11,Completed,Yes,Yes,Yes,2023-07-24,0.0,0.0,,4,4
395,Research & Development,Research Scientist,Female,28,2,Travel_Rarely,5,1,3310,Yes,91.4,5,Completed,Yes,Yes,Yes,2021-07-18,0.0,0.0,,6,6
396,Research & Development,Research Director,Female,49,4,Travel_Frequently,3,5,18665,Yes,99.2,6,Completed,Yes,Yes,Yes,2023-06-29,0.0,0.0,,8,6
397,Research & Development,Research Scientist,Male,36,3,Travel_Rarely,8,2,4485,Yes,95.3,15,Completed,Yes,Yes,Yes,2018-06-18,0.0,0.0,,8,7
399,Sales,Sales Representative,Female,31,3,Travel_Frequently,2,1,2789,Yes,85.3,6,Completed,Yes,Yes,Yes,2024-07-24,0.0,0.0,,5,5
401,Sales,Sales Executive,Male,26,4,Travel_Rarely,8,2,5828,Yes,84.8,13,Completed,Yes,Yes,Yes,2018-08-05,0.0,0.0,,6,5
403,Research & Development,Research Scientist,Male,37,3,Travel_Frequently,4,1,2326,Yes,83.1,11,Completed,Yes,Yes,Yes,2022-08-08,0.0,0.0,,7,7
404,Sales,Sales Executive,Female,42,3,Travel_Frequently,20,4,13525,Yes,93.8,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,6,6
405,Research & Development,Laboratory Technician,Male,18,3,Travel_Rarely,0,1,1420,Yes,85.8,9,Completed,Yes,Yes,Yes,2026-05-17,3.0,0.0,2.6,3,3
406,Sales,Sales Executive,Male,35,3,Travel_Rarely,11,3,8020,Yes,97.2,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,3,3
407,Research & Development,Laboratory Technician,Male,36,4,Travel_Frequently,1,1,3688,Yes,85.3,17,Completed,Yes,Yes,Yes,2025-08-27,2.0,0.0,1.6500000000000001,3,2
408,Research & Development,Manufacturing Director,Male,51,3,Travel_Rarely,4,2,5482,Yes,91.8,17,Completed,Yes,Yes,Yes,2022-07-09,0.0,0.0,,5,3
410,Sales,Manager,Male,41,4,Travel_Rarely,22,4,16015,Yes,84.0,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,1.3,4,4
411,Sales,Sales Representative,Female,18,3,Travel_Rarely,0,1,1200,Yes,83.0,9,Completed,Yes,Yes,Yes,2026-03-13,0.0,0.0,,3,3
412,Research & Development,Healthcare Representative,Male,28,2,Travel_Rarely,8,2,5661,Yes,82.8,5,Completed,Yes,Yes,Yes,2018-06-16,2.0,1.0,17.2,5,4
416,Sales,Sales Executive,Male,31,3,Travel_Rarely,8,2,6929,Yes,95.9,14,Completed,Yes,Yes,Yes,2018-08-06,1.0,1.0,15.4,9,7
417,Research & Development,Healthcare Representative,Male,39,3,Travel_Rarely,18,3,9613,Yes,96.5,9,Completed,Yes,Yes,Yes,2016-08-11,0.0,0.0,,4,4
419,Research & Development,Laboratory Technician,Female,36,4,Non-Travel,9,2,5674,Yes,82.5,16,Completed,Yes,Yes,Yes,2017-07-21,0.0,0.0,,6,5
420,Sales,Sales Executive,Male,32,3,Travel_Rarely,13,2,5484,Yes,94.0,9,Completed,Yes,Yes,Yes,2016-08-11,1.0,0.0,1.3,6,4
421,Research & Development,Research Director,Female,38,2,Travel_Rarely,10,3,12061,Yes,90.8,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,6,5
422,Research & Development,Healthcare Representative,Male,58,4,Non-Travel,5,2,5660,Yes,92.0,11,Completed,Yes,Yes,Yes,2021-08-07,1.0,0.0,8.0,7,6
423,Research & Development,Research Scientist,Male,31,4,Travel_Rarely,5,1,4821,Yes,86.4,9,Completed,Yes,Yes,Yes,2021-06-24,1.0,0.0,9.3,6,6
424,Human Resources,Human Resources,Male,31,3,Travel_Rarely,2,2,6410,Yes,81.8,15,Completed,Yes,Yes,Yes,2024-08-14,0.0,0.0,,3,3
425,Research & Development,Laboratory Technician,Male,45,3,Travel_Frequently,24,3,5210,Yes,97.2,14,Completed,Yes,Yes,Yes,2016-08-16,1.0,0.0,8.9,6,6
426,Research & Development,Research Scientist,Male,31,4,Travel_Rarely,2,1,2695,Yes,80.4,17,Completed,Yes,Yes,Yes,2024-06-18,1.0,1.0,23.4,4,4
428,Research & Development,Manager,Female,33,4,Travel_Frequently,10,3,11878,Yes,96.4,14,Completed,Yes,Yes,Yes,2016-08-16,1.0,1.0,17.1,5,4
429,Research & Development,Manager,Male,39,1,Travel_Rarely,21,4,17068,Yes,95.3,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,5,4
430,Research & Development,Laboratory Technician,Female,43,4,Travel_Frequently,8,1,2455,Yes,90.4,12,Completed,Yes,Yes,Yes,2018-07-15,0.0,0.0,,5,5
431,Research & Development,Healthcare Representative,Female,49,2,Travel_Rarely,7,4,13964,Yes,85.6,14,Completed,Yes,Yes,Yes,2019-06-19,0.0,0.0,,7,6
433,Research & Development,Research Scientist,Male,52,4,Travel_Rarely,8,2,4941,Yes,92.7,12,Completed,Yes,Yes,Yes,2018-07-18,1.0,0.0,6.6,5,5
434,Research & Development,Research Scientist,Female,27,3,Travel_Rarely,4,1,2478,Yes,89.4,11,Completed,Yes,Yes,Yes,2022-08-07,2.0,0.0,6.75,5,5
436,Sales,Sales Executive,Female,32,2,Travel_Rarely,13,2,5228,Yes,86.4,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,1.0,22.3,7,6
437,Sales,Sales Executive,Male,27,3,Travel_Rarely,5,2,4478,Yes,83.2,11,Completed,Yes,Yes,Yes,2021-06-19,1.0,0.0,4.4,6,4
438,Sales,Sales Executive,Male,31,3,Travel_Rarely,7,2,7547,Yes,89.9,15,Completed,Yes,Yes,Yes,2019-07-04,1.0,0.0,1.6,4,4
439,Research & Development,Research Scientist,Female,32,4,Travel_Rarely,7,2,5055,Yes,88.0,17,Completed,Yes,Yes,Yes,2019-06-20,0.0,0.0,,7,7
